Time(s),Current Torque Experienced,Torque Slider Adjusted,VAS Value of Torque Slider,Confirm Button Pressed
72.09675073623657,,{'E'},26.864013148492198,False
72.110111951828,,{'E'},27.075353723024143,False
72.12339186668396,,{'E'},27.498034872088027,False
72.13646674156189,,{'E'},27.92071602115191,False
72.16309356689453,,{'E'},28.132056595683856,False
73.55944180488586,,{'E'},28.343397170215795,False
73.70374178886414,,{'E'},28.132056595683856,False
73.7159628868103,,{'E'},27.92071602115191,False
74.68837189674377,,{'C'},11.013470058596546,False
74.80025482177734,,{'C'},11.224810633128477,False
74.8135039806366,,{'C'},12.915535229384012,False
74.82671570777893,,{'C'},15.662962698299264,False
74.84003567695618,,{'C'},17.565027869086748,False
74.85309386253357,,{'C'},21.791839359725586,False
74.86632966995239,,{'C'},22.8485422323853,False
74.87956881523132,,{'C'},26.65267257396026,False
74.89283680915833,,{'C'},28.55473774474774,False
74.90609884262085,,{'C'},30.034121766471337,False
74.91931486129761,,{'C'},30.456802915535214,False
74.93261075019836,,{'C'},30.879484064599104,False
74.94586086273193,,{'C'},31.09082463913105,False
75.09168267250061,,{'C'},30.879484064599104,False
75.81507682800293,,{'C'},30.879484064599104,True
80.55276679992676,,{'D'},18.19904959268257,False
80.77345895767212,,{'D'},17.987709018150625,False
80.78609776496887,,{'D'},17.776368443618686,False
80.79340481758118,,{'D'},17.353687294554803,False
80.8065857887268,,{'D'},17.142346720022857,False
80.81980586051941,,{'D'},16.931006145490915,False
80.83317685127258,,{'D'},16.50832499642703,False
80.85972189903259,,{'D'},16.29698442189509,False
80.97870969772339,,{'D'},16.50832499642703,False
81.01791787147522,,{'D'},16.719665570958988,False
81.03099966049194,,{'D'},17.142346720022857,False
81.04430675506592,,{'D'},17.353687294554803,False
81.05745482444763,,{'D'},18.19904959268257,False
81.07075786590576,,{'D'},18.833071316278392,False
81.0841417312622,,{'D'},19.889774188938105,False
81.09722590446472,,{'D'},21.157817636129764,False
82.13687086105347,,{'D'},39.333107045876794,False
83.6747887134552,,{'B'},-8.007181649278266,False
439.80498480796814,,{'E'},31.724846362726872,False
444.3372628688812,,{'E'},30.456802915535214,False
446.65616488456726,,{'E'},30.034121766471337,False
446.6763377189636,,{'E'},29.18875946834357,False
446.70285177230835,,{'E'},28.977418893811617,False
446.71615386009216,,{'E'},28.76607831927968,False
446.75532388687134,,{'E'},28.55473774474774,False
446.84857082366943,,{'E'},28.343397170215795,False
446.94063997268677,,{'E'},28.132056595683856,False
447.0201699733734,,{'E'},27.92071602115191,False
447.3256108760834,,{'E'},28.132056595683856,False
447.3778028488159,,{'E'},28.343397170215795,False
447.80068373680115,,{'E'},28.132056595683856,False
447.9698078632355,,{'E'},27.92071602115191,False
455.17054271698,,{'E'},27.92071602115191,True
458.78077483177185,,{'A'},5.941296269829923,False
462.01362681388855,,{'B'},39.333107045876794,False
464.26200771331787,,{'B'},39.333107045876794,True
487.241251707077,,{'D'},11.43615120766042,False
500.97731471061707,,{'D'},11.8588323567243,False
501.19271087646484,,{'D'},12.070172931256245,False
501.2058937549591,,{'D'},12.281513505788197,False
501.2192347049713,,{'D'},12.492854080320129,False
501.2327377796173,,{'D'},12.70419465485207,False
501.2455587387085,,{'D'},13.126875803915954,False
501.25885486602783,,{'D'},13.760897527511794,False
501.2720148563385,,{'D'},13.972238102043725,False
501.2853229045868,,{'D'},14.817600400171493,False
501.29842472076416,,{'D'},15.028940974703435,False
501.3118636608124,,{'D'},15.874303272831202,False
501.3249237537384,,{'D'},16.50832499642703,False
501.338330745697,,{'D'},16.719665570958988,False
501.3509168624878,,{'D'},17.142346720022857,False
501.36421394348145,,{'D'},17.776368443618686,False
501.37742376327515,,{'D'},17.987709018150625,False
501.39086174964905,,{'D'},18.19904959268257,False
501.4040446281433,,{'D'},18.41039016721451,False
501.41721272468567,,{'D'},18.621730741746454,False
503.8919448852539,,{'B'},18.621730741746454,False
504.66685795783997,,{'B'},15.451622123767322,False
507.89501881599426,,{'B'},15.451622123767322,True
515.2154657840729,,{'A'},36.797020151493484,False
525.9822149276733,,{'B'},5.941296269829923,False
