2.0,2.0,6.0
4.0,1.0,7.0
6.0,1.0,8.0
8.0,1.0,9.0
10.0,1.0,9.0
12.0,1.0,9.0
14.0,1.0,9.0
16.0,1.0,10.0
18.0,1.0,10.0
20.0,1.0,9.0
22.0,1.0,9.0
24.0,1.0,10.0
26.0,1.0,11.0
28.0,1.0,12.0
30.0,1.0,13.0
32.0,1.0,13.0
34.0,1.0,14.0
36.0,1.0,15.0
38.0,1.0,13.0
40.0,1.0,12.0
42.0,1.0,13.0
44.0,1.0,14.0
46.0,1.0,14.0
48.0,1.0,13.0
50.0,1.0,13.0
