2.0,0.4399999976158142,True,0.44999998807907104,0.44999998807907104
2.0,0.4399999976158142,True,0.4399999976158142,0.4399999976158142
4.0,0.4399999976158142,False,0.4300000071525574,0.4399999976158142
6.0,4.590000152587891,False,0.550000011920929,0.4399999976158142
8.0,1.0,False,0.6399999856948853,0.4399999976158142
10.0,0.8500000238418579,False,0.6899999976158142,0.4399999976158142
12.0,0.6499999761581421,True,0.6899999976158142,1.1299999952316284
14.0,0.699999988079071,False,0.699999988079071,1.1299999952316284
16.0,0.699999988079071,True,0.7900000214576721,1.9199999570846558
18.0,0.5600000023841858,True,0.7799999713897705,2.700000047683716
20.0,0.8500000238418579,False,0.8500000238418579,2.700000047683716
22.0,0.8500000238418579,True,0.9599999785423279,3.6600000858306885
