t,subject_bid,user_win_flag,current_payout,total_winnings
2.0,0.9599999785423279,False,0.4300000071525574,0.0
4.0,0.09000000357627869,True,0.44999998807907104,0.44999998807907104
6.0,0.09000000357627869,True,0.44999998807907104,0.8999999761581421
2.0,0.0,True,0.4300000071525574,0.4300000071525574
2.0,0.09000000357627869,True,0.41999998688697815,0.41999998688697815
4.0,99.98999786376953,False,0.4399999976158142,0.41999998688697815
t,subject_bid,user_win_flag,current_payout,total_winnings
t,subject_bid,user_win_flag,current_payout,total_winnings
2.0,0.09000000357627869,True,0.4300000071525574,0.4300000071525574
4.0,32.220001220703125,False,0.44999998807907104,0.4300000071525574
6.0,0.09000000357627869,True,0.4399999976158142,0.8700000047683716
2.0,0.09000000357627869,True,0.4300000071525574,0.4300000071525574
4.0,9.0,False,0.44999998807907104,0.4300000071525574
